id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
BHS,2020-05-07,Bahamas,3,200.0,2.4,0,-100.0,0,0,-100.0,0,9,-25.0,7.1,80,21.2,63.0,18,100.0,14.2,3,0.0,2.4,2,100,1.6,4,33.3,3.1,1,0.0,0.8,0,-100.0,0,4,0.0,3.1,3,100,2.4
BHS,2020-05-08,Bahamas,2,-33.3,2.3,3,100,3.4,2,100,2.3,9,0.0,10.3,48,-40.0,55.2,5,-72.2,5.7,1,-66.7,1.1,1,-50.0,1.1,6,50.0,6.9,3,200.0,3.4,1,100,1.1,1,-75.0,1.1,5,66.7,5.7
BHS,2020-05-09,Bahamas,2,0.0,2.1,5,66.7,5.2,1,-50.0,1.0,9,0.0,9.4,58,20.8,60.4,11,120.0,11.5,2,100.0,2.1,2,100.0,2.1,1,-83.3,1.0,1,-66.7,1.0,0,-100.0,0,4,300.0,4.2,0,-100.0,0
BHS,2020-05-10,Bahamas,2,0.0,2.1,0,-100.0,0,2,100.0,2.1,5,-44.4,5.3,62,6.9,65.3,8,-27.3,8.4,2,0.0,2.1,2,0.0,2.1,4,300.0,4.2,3,200.0,3.2,0,0,0,2,-50.0,2.1,3,100,3.2
BHS,2020-05-11,Bahamas,5,150.0,5.0,4,100,4.0,4,100.0,4.0,15,200.0,15.0,45,-27.4,45.0,12,50.0,12.0,4,100.0,4.0,1,-50.0,1.0,4,0.0,4.0,1,-66.7,1.0,1,100,1.0,2,0.0,2.0,2,-33.3,2.0
BHS,2020-05-12,Bahamas,2,-60.0,2.3,5,25.0,5.7,3,-25.0,3.4,11,-26.7,12.6,39,-13.3,44.8,14,16.7,16.1,0,-100.0,0,1,0.0,1.1,3,-25.0,3.4,3,200.0,3.4,1,0.0,1.1,3,50.0,3.4,2,0.0,2.3
BHS,2020-05-13,Bahamas,1,-50.0,1.0,2,-60.0,2.0,1,-66.7,1.0,8,-27.3,7.9,51,30.8,50.5,14,0.0,13.9,2,100,2.0,8,700.0,7.9,7,133.3,6.9,0,-100.0,0,1,0.0,1.0,5,66.7,5.0,1,-50.0,1.0
BHS,2020-05-14,Bahamas,2,100.0,2.0,2,0.0,2.0,2,100.0,2.0,7,-12.5,7.0,62,21.6,62.0,6,-57.1,6.0,3,50.0,3.0,4,-50.0,4.0,4,-42.9,4.0,2,100,2.0,0,-100.0,0,2,-60.0,2.0,4,300.0,4.0
BHS,2020-05-15,Bahamas,2,0.0,2.1,0,-100.0,0,3,50.0,3.2,12,71.4,12.6,56,-9.7,58.9,11,83.3,11.6,1,-66.7,1.1,3,-25.0,3.2,4,0.0,4.2,0,-100.0,0,0,0,0,2,0.0,2.1,1,-75.0,1.1
BHS,2020-05-16,Bahamas,2,0.0,2.2,1,100,1.1,2,-33.3,2.2,10,-16.7,10.9,52,-7.1,56.5,8,-27.3,8.7,2,100.0,2.2,2,-33.3,2.2,4,0.0,4.3,1,100,1.1,2,100,2.2,3,50.0,3.3,3,200.0,3.3
BHS,2020-05-17,Bahamas,3,50.0,3.1,1,0.0,1.0,3,50.0,3.1,7,-30.0,7.2,54,3.8,55.7,10,25.0,10.3,1,-50.0,1.0,4,100.0,4.1,3,-25.0,3.1,3,200.0,3.1,1,-50.0,1.0,2,-33.3,2.1,5,66.7,5.2
BHS,2020-05-18,Bahamas,2,-33.3,2.3,4,300.0,4.7,2,-33.3,2.3,14,100.0,16.3,44,-18.5,51.2,9,-10.0,10.5,1,0.0,1.2,3,-25.0,3.5,1,-66.7,1.2,0,-100.0,0,1,0.0,1.2,3,50.0,3.5,2,-60.0,2.3
BHS,2020-05-19,Bahamas,2,0.0,2.4,5,25.0,6.0,2,0.0,2.4,13,-7.1,15.5,47,6.8,56.0,9,0.0,10.7,0,-100.0,0,2,-33.3,2.4,0,-100.0,0,0,0,0,2,100.0,2.4,0,-100.0,0,2,0.0,2.4
BHS,2020-05-20,Bahamas,12,500.0,16.7,5,0.0,6.9,6,200.0,8.3,25,92.3,34.7,8,-83.0,11.1,7,-22.2,9.7,0,0,0,2,0.0,2.8,3,100,4.2,2,100,2.8,0,-100.0,0,1,100,1.4,1,-50.0,1.4
BHS,2020-05-21,Bahamas,20,66.7,26.3,0,-100.0,0,7,16.7,9.2,23,-8.0,30.3,3,-62.5,3.9,9,28.6,11.8,5,100,6.6,3,50.0,3.9,1,-66.7,1.3,2,0.0,2.6,1,100,1.3,1,0.0,1.3,1,0.0,1.3
BHS,2020-05-22,Bahamas,14,-30.0,16.3,2,100,2.3,4,-42.9,4.7,29,26.1,33.7,10,233.3,11.6,13,44.4,15.1,3,-40.0,3.5,1,-66.7,1.2,5,400.0,5.8,2,0.0,2.3,1,0.0,1.2,1,0.0,1.2,1,0.0,1.2
BHS,2020-05-23,Bahamas,12,-14.3,15.4,1,-50.0,1.3,5,25.0,6.4,19,-34.5,24.4,6,-40.0,7.7,12,-7.7,15.4,3,0.0,3.8,5,400.0,6.4,4,-20.0,5.1,2,0.0,2.6,0,-100.0,0,1,0.0,1.3,8,700.0,10.3
BHS,2020-05-24,Bahamas,14,16.7,16.1,3,200.0,3.4,8,60.0,9.2,27,42.1,31.0,3,-50.0,3.4,17,41.7,19.5,0,-100.0,0,6,20.0,6.9,4,0.0,4.6,1,-50.0,1.1,0,0,0,2,100.0,2.3,2,-75.0,2.3
BHS,2020-05-25,Bahamas,18,28.6,19.4,0,-100.0,0,17,112.5,18.3,15,-44.4,16.1,12,300.0,12.9,12,-29.4,12.9,1,100,1.1,3,-50.0,3.2,6,50.0,6.5,2,100.0,2.2,1,100,1.1,2,0.0,2.2,4,100.0,4.3
BHS,2020-05-26,Bahamas,13,-27.8,16.0,1,100,1.2,10,-41.2,12.3,19,26.7,23.5,6,-50.0,7.4,11,-8.3,13.6,1,0.0,1.2,11,266.7,13.6,1,-83.3,1.2,1,-50.0,1.2,1,0.0,1.2,3,50.0,3.7,3,-25.0,3.7
BHS,2020-05-27,Bahamas,71,446.2,24.0,7,600.0,2.4,16,60.0,5.4,121,536.8,40.9,19,216.7,6.4,3,-72.7,1.0,5,400.0,1.7,18,63.6,6.1,12,1100.0,4.1,6,500.0,2.0,1,0.0,0.3,8,166.7,2.7,9,200.0,3.0
BHS,2020-05-28,Bahamas,117,64.8,22.5,15,114.3,2.9,43,168.8,8.3,183,51.2,35.2,25,31.6,4.8,13,333.3,2.5,7,40.0,1.3,33,83.3,6.3,39,225.0,7.5,15,150.0,2.9,4,300.0,0.8,18,125.0,3.5,8,-11.1,1.5
BHS,2020-05-29,Bahamas,95,-18.8,24.4,10,-33.3,2.6,23,-46.5,5.9,121,-33.9,31.0,10,-60.0,2.6,8,-38.5,2.1,6,-14.3,1.5,27,-18.2,6.9,28,-28.2,7.2,16,6.7,4.1,7,75.0,1.8,23,27.8,5.9,16,100.0,4.1
BHS,2020-05-30,Bahamas,95,0.0,18.4,16,60.0,3.1,36,56.5,7.0,96,-20.7,18.6,16,60.0,3.1,16,100.0,3.1,2,-66.7,0.4,137,407.4,26.6,27,-3.6,5.2,13,-18.8,2.5,3,-57.1,0.6,25,8.7,4.8,34,112.5,6.6
BHS,2020-05-31,Bahamas,104,9.5,28.0,9,-43.8,2.4,24,-33.3,6.5,84,-12.5,22.6,12,-25.0,3.2,8,-50.0,2.2,8,300.0,2.2,36,-73.7,9.7,29,7.4,7.8,8,-38.5,2.2,2,-33.3,0.5,22,-12.0,5.9,26,-23.5,7.0
BRB,2020-05-01,Barbados,7,0,11.9,3,0,5.1,2,0,3.4,13,0,22.0,12,0,20.3,11,0,18.6,1,0,1.7,1,0,1.7,2,0,3.4,0,0,0,1,0,1.7,4,0,6.8,2,0,3.4
BRB,2020-05-02,Barbados,2,-71.4,3.9,1,-66.7,2.0,0,-100.0,0,7,-46.2,13.7,7,-41.7,13.7,26,136.4,51.0,1,0.0,2.0,2,100.0,3.9,1,-50.0,2.0,2,100,3.9,0,-100.0,0,2,-50.0,3.9,0,-100.0,0
BRB,2020-05-03,Barbados,4,100.0,6.8,2,100.0,3.4,0,0,0,9,28.6,15.3,8,14.3,13.6,23,-11.5,39.0,2,100.0,3.4,2,0.0,3.4,5,400.0,8.5,2,0.0,3.4,0,0,0,0,-100.0,0,2,100,3.4
BRB,2020-05-04,Barbados,13,225.0,15.7,3,50.0,3.6,3,100,3.6,10,11.1,12.0,8,0.0,9.6,35,52.2,42.2,2,0.0,2.4,4,100.0,4.8,1,-80.0,1.2,2,0.0,2.4,0,0,0,1,100,1.2,1,-50.0,1.2
BRB,2020-05-05,Barbados,2,-84.6,4.1,1,-66.7,2.0,1,-66.7,2.0,8,-20.0,16.3,7,-12.5,14.3,24,-31.4,49.0,0,-100.0,0,5,25.0,10.2,0,-100.0,0,0,-100.0,0,0,0,0,0,-100.0,0,1,0.0,2.0
BRB,2020-05-06,Barbados,8,300.0,13.3,1,0.0,1.7,0,-100.0,0,9,12.5,15.0,8,14.3,13.3,21,-12.5,35.0,0,0,0,5,0.0,8.3,3,100,5.0,2,100,3.3,0,0,0,2,100,3.3,1,0.0,1.7
BRB,2020-05-07,Barbados,3,-62.5,4.2,3,200.0,4.2,1,100,1.4,8,-11.1,11.3,11,37.5,15.5,29,38.1,40.8,1,100,1.4,5,0.0,7.0,2,-33.3,2.8,0,-100.0,0,0,0,0,5,150.0,7.0,3,200.0,4.2
BRB,2020-05-08,Barbados,1,-66.7,1.6,1,-66.7,1.6,1,0.0,1.6,13,62.5,21.3,16,45.5,26.2,19,-34.5,31.1,1,0.0,1.6,3,-40.0,4.9,2,0.0,3.3,0,0,0,1,100,1.6,2,-60.0,3.3,1,-66.7,1.6
BRB,2020-05-09,Barbados,0,-100.0,0,0,-100.0,0,1,0.0,2.9,6,-53.8,17.6,4,-75.0,11.8,17,-10.5,50.0,2,100.0,5.9,1,-66.7,2.9,0,-100.0,0,2,100,5.9,0,-100.0,0,1,-50.0,2.9,0,-100.0,0
BRB,2020-05-10,Barbados,4,100,13.8,2,100,6.9,0,-100.0,0,5,-16.7,17.2,6,50.0,20.7,11,-35.3,37.9,1,-50.0,3.4,0,-100.0,0,0,0,0,0,-100.0,0,0,0,0,0,-100.0,0,0,0,0
BRB,2020-05-11,Barbados,3,-25.0,4.9,4,100.0,6.6,1,100,1.6,7,40.0,11.5,10,66.7,16.4,18,63.6,29.5,0,-100.0,0,13,100,21.3,1,100,1.6,1,100,1.6,0,0,0,1,100,1.6,2,100,3.3
BRB,2020-05-12,Barbados,2,-33.3,3.8,3,-25.0,5.8,0,-100.0,0,5,-28.6,9.6,9,-10.0,17.3,19,5.6,36.5,0,0,0,6,-53.8,11.5,4,300.0,7.7,0,-100.0,0,0,0,0,1,0.0,1.9,3,50.0,5.8
BRB,2020-05-13,Barbados,0,-100.0,0,3,0.0,8.3,0,0,0,9,80.0,25.0,7,-22.2,19.4,12,-36.8,33.3,0,0,0,1,-83.3,2.8,1,-75.0,2.8,0,0,0,0,0,0,2,100.0,5.6,1,-66.7,2.8
BRB,2020-05-14,Barbados,2,100,2.8,1,-66.7,1.4,4,100,5.6,10,11.1,14.1,9,28.6,12.7,33,175.0,46.5,1,100,1.4,2,100.0,2.8,6,500.0,8.5,0,0,0,0,0,0,2,0.0,2.8,1,0.0,1.4
BRB,2020-05-15,Barbados,3,50.0,5.4,4,300.0,7.1,2,-50.0,3.6,13,30.0,23.2,7,-22.2,12.5,18,-45.5,32.1,2,100.0,3.6,0,-100.0,0,1,-83.3,1.8,0,0,0,0,0,0,6,200.0,10.7,0,-100.0,0
BRB,2020-05-16,Barbados,0,-100.0,0,1,-75.0,2.0,2,0.0,4.0,5,-61.5,10.0,8,14.3,16.0,26,44.4,52.0,2,0.0,4.0,1,100,2.0,3,200.0,6.0,0,0,0,2,100,4.0,0,-100.0,0,0,0,0
BRB,2020-05-17,Barbados,1,100,2.9,3,200.0,8.8,2,0.0,5.9,6,20.0,17.6,7,-12.5,20.6,11,-57.7,32.4,1,-50.0,2.9,1,0.0,2.9,2,-33.3,5.9,0,0,0,0,-100.0,0,0,0,0,0,0,0
BRB,2020-05-18,Barbados,5,400.0,13.2,1,-66.7,2.6,2,0.0,5.3,10,66.7,26.3,4,-42.9,10.5,11,0.0,28.9,0,-100.0,0,2,100.0,5.3,0,-100.0,0,0,0,0,0,0,0,2,100,5.3,1,100,2.6
BRB,2020-05-19,Barbados,0,-100.0,0,1,0.0,2.6,0,-100.0,0,5,-50.0,12.8,11,175.0,28.2,15,36.4,38.5,1,100,2.6,5,150.0,12.8,0,0,0,0,0,0,1,100,2.6,0,-100.0,0,0,-100.0,0
BRB,2020-05-20,Barbados,4,100,10.3,2,100.0,5.1,4,100,10.3,14,180.0,35.9,2,-81.8,5.1,10,-33.3,25.6,0,-100.0,0,0,-100.0,0,2,100,5.1,0,0,0,0,-100.0,0,0,0,0,1,100,2.6
BRB,2020-05-21,Barbados,4,0.0,8.3,1,-50.0,2.1,3,-25.0,6.2,16,14.3,33.3,1,-50.0,2.1,13,30.0,27.1,0,0,0,5,100,10.4,3,50.0,6.2,1,100,2.1,0,0,0,1,100,2.1,0,-100.0,0
BRB,2020-05-22,Barbados,5,25.0,10.9,0,-100.0,0,1,-66.7,2.2,12,-25.0,26.1,2,100.0,4.3,9,-30.8,19.6,1,100,2.2,4,-20.0,8.7,5,66.7,10.9,1,0.0,2.2,2,100,4.3,2,100.0,4.3,2,100,4.3
BRB,2020-05-23,Barbados,3,-40.0,8.3,0,0,0,2,100.0,5.6,8,-33.3,22.2,0,-100.0,0,11,22.2,30.6,0,-100.0,0,3,-25.0,8.3,3,-40.0,8.3,3,200.0,8.3,1,-50.0,2.8,0,-100.0,0,2,0.0,5.6
BRB,2020-05-24,Barbados,6,100.0,16.2,1,100,2.7,1,-50.0,2.7,6,-25.0,16.2,1,100,2.7,14,27.3,37.8,0,0,0,1,-66.7,2.7,3,0.0,8.1,1,-66.7,2.7,0,-100.0,0,2,100,5.4,1,-50.0,2.7
BRB,2020-05-25,Barbados,3,-50.0,6.4,2,100.0,4.3,3,200.0,6.4,16,166.7,34.0,1,0.0,2.1,8,-42.9,17.0,1,100,2.1,0,-100.0,0,8,166.7,17.0,2,100.0,4.3,0,0,0,3,50.0,6.4,0,-100.0,0
BRB,2020-05-26,Barbados,4,33.3,7.8,3,50.0,5.9,5,66.7,9.8,17,6.2,33.3,0,-100.0,0,8,0.0,15.7,1,0.0,2.0,1,100,2.0,8,0.0,15.7,0,-100.0,0,2,100,3.9,1,-66.7,2.0,1,100,2.0
BRB,2020-05-27,Barbados,16,300.0,12.4,7,133.3,5.4,6,20.0,4.7,43,152.9,33.3,6,100,4.7,9,12.5,7.0,2,100.0,1.6,7,600.0,5.4,18,125.0,14.0,5,100,3.9,0,-100.0,0,6,500.0,4.7,4,300.0,3.1
BRB,2020-05-28,Barbados,34,112.5,10.6,18,157.1,5.6,28,366.7,8.8,108,151.2,33.8,7,16.7,2.2,8,-11.1,2.5,5,150.0,1.6,20,185.7,6.2,65,261.1,20.3,13,160.0,4.1,3,100,0.9,8,33.3,2.5,3,-25.0,0.9
BRB,2020-05-29,Barbados,37,8.8,12.7,10,-44.4,3.4,34,21.4,11.6,85,-21.3,29.1,7,0.0,2.4,11,37.5,3.8,5,0.0,1.7,28,40.0,9.6,32,-50.8,11.0,13,0.0,4.5,4,33.3,1.4,14,75.0,4.8,12,300.0,4.1
