id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13,docs-14,docs-delta-docs-percent-14,docs-percent-14
ARG,2020-11-20,Argentina,466,-4.9,15.3,137,7.9,4.5,119,-7.8,3.9,32,-44.8,1.0,1657,-0.4,54.3,127,-4.5,4.2,49,-24.6,1.6,107,-0.9,3.5,98,-4.9,3.2,48,29.7,1.6,37,-22.9,1.2,20,-13.0,0.7,142,1.4,4.6,15,-11.8,0.5
ARG,2020-11-21,Argentina,283,-39.3,14.1,72,-47.4,3.6,94,-21.0,4.7,21,-34.4,1.0,1073,-35.2,53.4,126,-0.8,6.3,43,-12.2,2.1,43,-59.8,2.1,45,-54.1,2.2,36,-25.0,1.8,25,-32.4,1.2,13,-35.0,0.6,116,-18.3,5.8,19,26.7,0.9
ARG,2020-11-22,Argentina,358,26.5,18.5,110,52.8,5.7,105,11.7,5.4,22,4.8,1.1,855,-20.3,44.3,141,11.9,7.3,56,30.2,2.9,38,-11.6,2.0,68,51.1,3.5,42,16.7,2.2,25,0.0,1.3,15,15.4,0.8,79,-31.9,4.1,17,-10.5,0.9
ARG,2020-11-23,Argentina,335,-6.4,13.2,126,14.5,5.0,108,2.9,4.3,32,45.5,1.3,1350,57.9,53.4,168,19.1,6.6,79,41.1,3.1,75,97.4,3.0,58,-14.7,2.3,34,-19.0,1.3,25,0.0,1.0,11,-26.7,0.4,110,39.2,4.3,18,5.9,0.7
ARG,2020-11-24,Argentina,354,5.7,14.1,99,-21.4,4.0,97,-10.2,3.9,30,-6.2,1.2,1385,2.6,55.4,133,-20.8,5.3,67,-15.2,2.7,66,-12.0,2.6,63,8.6,2.5,34,0.0,1.4,37,48.0,1.5,27,145.5,1.1,93,-15.5,3.7,17,-5.6,0.7
ARG,2020-11-25,Argentina,637,79.9,16.1,171,72.7,4.3,424,337.1,10.7,39,30.0,1.0,1763,27.3,44.5,356,167.7,9.0,76,13.4,1.9,90,36.4,2.3,68,7.9,1.7,52,52.9,1.3,121,227.0,3.1,20,-25.9,0.5,122,31.2,3.1,22,29.4,0.6
ARG,2020-11-26,Argentina,2498,292.2,25.1,403,135.7,4.1,1586,274.1,15.9,40,2.6,0.4,2986,69.4,30.0,1265,255.3,12.7,251,230.3,2.5,93,3.3,0.9,295,333.8,3.0,119,128.8,1.2,162,33.9,1.6,57,185.0,0.6,141,15.6,1.4,54,145.5,0.5
ARG,2020-11-27,Argentina,1004,-59.8,25.8,145,-64.0,3.7,293,-81.5,7.5,28,-30.0,0.7,1510,-49.4,38.8,358,-71.7,9.2,108,-57.0,2.8,54,-41.9,1.4,117,-60.3,3.0,62,-47.9,1.6,64,-60.5,1.6,28,-50.9,0.7,93,-34.0,2.4,24,-55.6,0.6
ARG,2020-11-28,Argentina,445,-55.7,21.9,100,-31.0,4.9,112,-61.8,5.5,8,-71.4,0.4,797,-47.2,39.3,252,-29.6,12.4,54,-50.0,2.7,40,-25.9,2.0,63,-46.2,3.1,32,-48.4,1.6,25,-60.9,1.2,23,-17.9,1.1,70,-24.7,3.4,8,-66.7,0.4
ARG,2020-11-29,Argentina,249,-44.0,20.1,61,-39.0,4.9,57,-49.1,4.6,8,0.0,0.6,531,-33.4,43.0,102,-59.5,8.3,38,-29.6,3.1,19,-52.5,1.5,40,-36.5,3.2,21,-34.4,1.7,24,-4.0,1.9,19,-17.4,1.5,59,-15.7,4.8,8,0.0,0.6
ARG,2020-11-30,Argentina,359,44.2,15.9,142,132.8,6.3,81,42.1,3.6,22,175.0,1.0,1019,91.9,45.1,142,39.2,6.3,61,60.5,2.7,57,200.0,2.5,65,62.5,2.9,143,581.0,6.3,29,20.8,1.3,18,-5.3,0.8,108,83.1,4.8,12,50.0,0.5
BHS,2020-11-01,Bahamas,57,0,10.8,17,0,3.2,17,0,3.2,124,0,23.5,20,0,3.8,22,0,4.2,21,0,4.0,6,0,1.1,61,0,11.6,41,0,7.8,35,0,6.6,25,0,4.7,28,0,5.3,54,0,10.2
BHS,2020-11-02,Bahamas,67,17.5,11.2,16,-5.9,2.7,27,58.8,4.5,205,65.3,34.2,22,10.0,3.7,16,-27.3,2.7,23,9.5,3.8,10,66.7,1.7,85,39.3,14.2,36,-12.2,6.0,25,-28.6,4.2,5,-80.0,0.8,24,-14.3,4.0,38,-29.6,6.3
BHS,2020-11-03,Bahamas,62,-7.5,11.0,11,-31.2,2.0,24,-11.1,4.3,150,-26.8,26.7,11,-50.0,2.0,12,-25.0,2.1,23,0.0,4.1,9,-10.0,1.6,103,21.2,18.3,31,-13.9,5.5,38,52.0,6.8,6,20.0,1.1,36,50.0,6.4,46,21.1,8.2
BHS,2020-11-04,Bahamas,57,-8.1,10.4,11,0.0,2.0,20,-16.7,3.7,152,1.3,27.8,18,63.6,3.3,14,16.7,2.6,22,-4.3,4.0,10,11.1,1.8,80,-22.3,14.7,38,22.6,7.0,35,-7.9,6.4,6,0.0,1.1,22,-38.9,4.0,61,32.6,11.2
BHS,2020-11-05,Bahamas,55,-3.5,12.2,9,-18.2,2.0,16,-20.0,3.6,99,-34.9,22.0,22,22.2,4.9,10,-28.6,2.2,15,-31.8,3.3,8,-20.0,1.8,79,-1.2,17.6,23,-39.5,5.1,27,-22.9,6.0,9,50.0,2.0,22,0.0,4.9,56,-8.2,12.4
BHS,2020-11-06,Bahamas,53,-3.6,10.1,113,1155.6,21.5,16,0.0,3.0,20,-79.8,3.8,64,190.9,12.2,37,270.0,7.0,18,20.0,3.4,21,162.5,4.0,77,-2.5,14.7,31,34.8,5.9,4,-85.2,0.8,11,22.2,2.1,30,36.4,5.7,30,-46.4,5.7
BHS,2020-11-07,Bahamas,58,9.4,9.8,91,-19.5,15.4,28,75.0,4.7,20,0.0,3.4,69,7.8,11.7,42,13.5,7.1,31,72.2,5.2,30,42.9,5.1,85,10.4,14.4,28,-9.7,4.7,2,-50.0,0.3,31,181.8,5.2,49,63.3,8.3,28,-6.7,4.7
BHS,2020-11-08,Bahamas,112,93.1,14.9,124,36.3,16.4,29,3.6,3.8,9,-55.0,1.2,126,82.6,16.7,47,11.9,6.2,33,6.5,4.4,36,20.0,4.8,106,24.7,14.1,34,21.4,4.5,1,-50.0,0.1,30,-3.2,4.0,47,-4.1,6.2,20,-28.6,2.7
BHS,2020-11-09,Bahamas,40,-64.3,6.2,159,28.2,24.8,42,44.8,6.6,5,-44.4,0.8,118,-6.3,18.4,39,-17.0,6.1,13,-60.6,2.0,24,-33.3,3.7,102,-3.8,15.9,24,-29.4,3.7,3,200.0,0.5,21,-30.0,3.3,29,-38.3,4.5,22,10.0,3.4
BHS,2020-11-10,Bahamas,55,37.5,9.6,131,-17.6,22.9,31,-26.2,5.4,10,100.0,1.7,83,-29.7,14.5,44,12.8,7.7,18,38.5,3.1,28,16.7,4.9,113,10.8,19.8,12,-50.0,2.1,5,66.7,0.9,9,-57.1,1.6,22,-24.1,3.8,11,-50.0,1.9
BHS,2020-11-11,Bahamas,46,-16.4,9.3,90,-31.3,18.1,37,19.4,7.4,6,-40.0,1.2,83,0.0,16.7,30,-31.8,6.0,15,-16.7,3.0,31,10.7,6.2,83,-26.5,16.7,22,83.3,4.4,2,-60.0,0.4,22,144.4,4.4,16,-27.3,3.2,14,27.3,2.8
BHS,2020-11-12,Bahamas,73,58.7,11.2,132,46.7,20.3,30,-18.9,4.6,6,0.0,0.9,102,22.9,15.7,41,36.7,6.3,29,93.3,4.5,29,-6.5,4.5,92,10.8,14.2,16,-27.3,2.5,4,100.0,0.6,10,-54.5,1.5,72,350.0,11.1,13,-7.1,2.0
BHS,2020-11-13,Bahamas,62,-15.1,11.4,78,-40.9,14.4,30,0.0,5.5,9,50.0,1.7,90,-11.8,16.6,31,-24.4,5.7,21,-27.6,3.9,17,-41.4,3.1,102,10.9,18.8,24,50.0,4.4,1,-75.0,0.2,35,250.0,6.4,24,-66.7,4.4,19,46.2,3.5
BHS,2020-11-14,Bahamas,38,-38.7,9.5,82,5.1,20.4,17,-43.3,4.2,1,-88.9,0.2,52,-42.2,12.9,51,64.5,12.7,15,-28.6,3.7,16,-5.9,4.0,56,-45.1,13.9,16,-33.3,4.0,2,100.0,0.5,11,-68.6,2.7,37,54.2,9.2,8,-57.9,2.0
BHS,2020-11-15,Bahamas,54,42.1,13.4,78,-4.9,19.4,19,11.8,4.7,5,400.0,1.2,51,-1.9,12.7,44,-13.7,10.9,20,33.3,5.0,13,-18.8,3.2,48,-14.3,11.9,19,18.8,4.7,1,-50.0,0.2,6,-45.5,1.5,33,-10.8,8.2,12,50.0,3.0
BHS,2020-11-16,Bahamas,40,-25.9,7.5,96,23.1,18.1,24,26.3,4.5,5,0.0,0.9,118,131.4,22.2,31,-29.5,5.8,13,-35.0,2.4,21,61.5,4.0,91,89.6,17.1,24,26.3,4.5,4,300.0,0.8,8,33.3,1.5,43,30.3,8.1,13,8.3,2.4
BHS,2020-11-17,Bahamas,48,20.0,9.5,86,-10.4,17.1,31,29.2,6.2,9,80.0,1.8,88,-25.4,17.5,37,19.4,7.3,16,23.1,3.2,24,14.3,4.8,96,5.5,19.0,21,-12.5,4.2,1,-75.0,0.2,9,12.5,1.8,28,-34.9,5.6,10,-23.1,2.0
BHS,2020-11-18,Bahamas,179,272.9,17.4,230,167.4,22.4,36,16.1,3.5,17,88.9,1.7,203,130.7,19.8,89,140.5,8.7,51,218.8,5.0,28,16.7,2.7,81,-15.6,7.9,24,14.3,2.3,2,100.0,0.2,19,111.1,1.9,51,82.1,5.0,16,60.0,1.6
BHS,2020-11-19,Bahamas,46,-74.3,9.5,109,-52.6,22.4,26,-27.8,5.3,14,-17.6,2.9,71,-65.0,14.6,52,-41.6,10.7,14,-72.5,2.9,15,-46.4,3.1,81,0.0,16.7,18,-25.0,3.7,1,-50.0,0.2,11,-42.1,2.3,22,-56.9,4.5,6,-62.5,1.2
BHS,2020-11-20,Bahamas,51,10.9,10.2,112,2.8,22.4,21,-19.2,4.2,8,-42.9,1.6,69,-2.8,13.8,36,-30.8,7.2,29,107.1,5.8,15,0.0,3.0,88,8.6,17.6,13,-27.8,2.6,4,300.0,0.8,11,0.0,2.2,38,72.7,7.6,6,0.0,1.2
BHS,2020-11-21,Bahamas,26,-49.0,6.9,95,-15.2,25.1,15,-28.6,4.0,6,-25.0,1.6,43,-37.7,11.3,30,-16.7,7.9,18,-37.9,4.7,18,20.0,4.7,68,-22.7,17.9,15,15.4,4.0,0,-100.0,0,14,27.3,3.7,27,-28.9,7.1,4,-33.3,1.1
BHS,2020-11-22,Bahamas,27,3.8,7.2,110,15.8,29.2,8,-46.7,2.1,5,-16.7,1.3,48,11.6,12.7,33,10.0,8.8,16,-11.1,4.2,13,-27.8,3.4,46,-32.4,12.2,13,-13.3,3.4,2,100,0.5,16,14.3,4.2,27,0.0,7.2,13,225.0,3.4
BHS,2020-11-23,Bahamas,21,-22.2,3.9,138,25.5,25.6,42,425.0,7.8,10,100.0,1.9,74,54.2,13.7,30,-9.1,5.6,19,18.8,3.5,14,7.7,2.6,90,95.7,16.7,27,107.7,5.0,2,0.0,0.4,16,0.0,3.0,37,37.0,6.9,19,46.2,3.5
BHS,2020-11-24,Bahamas,30,42.9,6.5,118,-14.5,25.7,21,-50.0,4.6,8,-20.0,1.7,76,2.7,16.5,38,26.7,8.3,18,-5.3,3.9,6,-57.1,1.3,73,-18.9,15.9,17,-37.0,3.7,1,-50.0,0.2,20,25.0,4.3,22,-40.5,4.8,12,-36.8,2.6
BHS,2020-11-25,Bahamas,29,-3.3,4.7,126,6.8,20.6,169,704.8,27.6,10,25.0,1.6,84,10.5,13.7,23,-39.5,3.8,18,0.0,2.9,18,200.0,2.9,71,-2.7,11.6,12,-29.4,2.0,8,700.0,1.3,9,-55.0,1.5,24,9.1,3.9,11,-8.3,1.8
BHS,2020-11-26,Bahamas,38,31.0,5.5,339,169.0,49.1,30,-82.2,4.3,7,-30.0,1.0,81,-3.6,11.7,24,4.3,3.5,13,-27.8,1.9,24,33.3,3.5,68,-4.2,9.9,18,50.0,2.6,1,-87.5,0.1,14,55.6,2.0,19,-20.8,2.8,14,27.3,2.0
BHS,2020-11-27,Bahamas,19,-50.0,4.2,169,-50.1,37.5,19,-36.7,4.2,3,-57.1,0.7,49,-39.5,10.9,18,-25.0,4.0,23,76.9,5.1,24,0.0,5.3,69,1.5,15.3,14,-22.2,3.1,0,-100.0,0,9,-35.7,2.0,29,52.6,6.4,6,-57.1,1.3
BHS,2020-11-28,Bahamas,24,26.3,8.5,77,-54.4,27.2,13,-31.6,4.6,1,-66.7,0.4,30,-38.8,10.6,43,138.9,15.2,13,-43.5,4.6,6,-75.0,2.1,28,-59.4,9.9,11,-21.4,3.9,3,100,1.1,5,-44.4,1.8,19,-34.5,6.7,10,66.7,3.5
BHS,2020-11-29,Bahamas,28,16.7,7.7,85,10.4,23.4,16,23.1,4.4,6,500.0,1.7,37,23.3,10.2,26,-39.5,7.2,15,15.4,4.1,13,116.7,3.6,51,82.1,14.0,42,281.8,11.6,2,-33.3,0.6,9,80.0,2.5,24,26.3,6.6,9,-10.0,2.5
BHS,2020-11-30,Bahamas,34,21.4,8.3,97,14.1,23.6,21,31.2,5.1,5,-16.7,1.2,49,32.4,11.9,35,34.6,8.5,22,46.7,5.4,20,53.8,4.9,73,43.1,17.8,14,-66.7,3.4,0,-100.0,0,10,11.1,2.4,26,8.3,6.3,5,-44.4,1.2
BRB,2020-11-01,Barbados,16,0,6.4,7,0,2.8,5,0,2.0,55,0,21.9,4,0,1.6,7,0,2.8,7,0,2.8,3,0,1.2,34,0,13.5,18,0,7.2,47,0,18.7,13,0,5.2,15,0,6.0,20,0,8.0
BRB,2020-11-02,Barbados,17,6.2,6.6,13,85.7,5.1,17,240.0,6.6,46,-16.4,17.9,13,225.0,5.1,4,-42.9,1.6,14,100.0,5.4,3,0.0,1.2,24,-29.4,9.3,22,22.2,8.6,31,-34.0,12.1,5,-61.5,1.9,12,-20.0,4.7,36,80.0,14.0
BRB,2020-11-03,Barbados,33,94.1,11.3,11,-15.4,3.8,14,-17.6,4.8,57,23.9,19.6,11,-15.4,3.8,8,100.0,2.7,12,-14.3,4.1,6,100.0,2.1,45,87.5,15.5,39,77.3,13.4,21,-32.3,7.2,7,40.0,2.4,11,-8.3,3.8,16,-55.6,5.5
BRB,2020-11-04,Barbados,16,-51.5,4.9,8,-27.3,2.5,17,21.4,5.2,75,31.6,23.1,0,-100.0,0,4,-50.0,1.2,18,50.0,5.5,3,-50.0,0.9,39,-13.3,12.0,32,-17.9,9.8,47,123.8,14.5,6,-14.3,1.8,26,136.4,8.0,34,112.5,10.5
BRB,2020-11-05,Barbados,25,56.2,8.2,29,262.5,9.5,18,5.9,5.9,71,-5.3,23.4,7,100,2.3,3,-25.0,1.0,9,-50.0,3.0,5,66.7,1.6,38,-2.6,12.5,23,-28.1,7.6,35,-25.5,11.5,5,-16.7,1.6,12,-53.8,3.9,24,-29.4,7.9
BRB,2020-11-06,Barbados,23,-8.0,8.4,72,148.3,26.2,7,-61.1,2.5,11,-84.5,4.0,24,242.9,8.7,16,433.3,5.8,7,-22.2,2.5,14,180.0,5.1,59,55.3,21.5,13,-43.5,4.7,4,-88.6,1.5,7,40.0,2.5,10,-16.7,3.6,8,-66.7,2.9
BRB,2020-11-07,Barbados,9,-60.9,3.7,69,-4.2,28.5,19,171.4,7.9,2,-81.8,0.8,25,4.2,10.3,18,12.5,7.4,12,71.4,5.0,8,-42.9,3.3,38,-35.6,15.7,12,-7.7,5.0,1,-75.0,0.4,2,-71.4,0.8,12,20.0,5.0,15,87.5,6.2
BRB,2020-11-08,Barbados,9,0.0,3.3,87,26.1,31.6,13,-31.6,4.7,3,50.0,1.1,33,32.0,12.0,14,-22.2,5.1,11,-8.3,4.0,4,-50.0,1.5,35,-7.9,12.7,6,-50.0,2.2,1,0.0,0.4,18,800.0,6.5,27,125.0,9.8,14,-6.7,5.1
BRB,2020-11-09,Barbados,14,55.6,3.6,129,48.3,33.2,19,46.2,4.9,4,33.3,1.0,63,90.9,16.2,16,14.3,4.1,7,-36.4,1.8,14,250.0,3.6,60,71.4,15.4,16,166.7,4.1,2,100.0,0.5,11,-38.9,2.8,22,-18.5,5.7,12,-14.3,3.1
BRB,2020-11-10,Barbados,14,0.0,4.4,82,-36.4,25.9,15,-21.1,4.7,3,-25.0,0.9,37,-41.3,11.7,16,0.0,5.1,12,71.4,3.8,14,0.0,4.4,65,8.3,20.6,20,25.0,6.3,2,0.0,0.6,9,-18.2,2.8,19,-13.6,6.0,8,-33.3,2.5
BRB,2020-11-11,Barbados,10,-28.6,3.1,87,6.1,26.9,9,-40.0,2.8,5,66.7,1.5,61,64.9,18.8,16,0.0,4.9,14,16.7,4.3,13,-7.1,4.0,59,-9.2,18.2,16,-20.0,4.9,2,0.0,0.6,7,-22.2,2.2,14,-26.3,4.3,11,37.5,3.4
BRB,2020-11-12,Barbados,21,110.0,6.6,91,4.6,28.4,11,22.2,3.4,2,-60.0,0.6,31,-49.2,9.7,16,0.0,5.0,18,28.6,5.6,10,-23.1,3.1,57,-3.4,17.8,9,-43.8,2.8,0,-100.0,0,11,57.1,3.4,37,164.3,11.6,6,-45.5,1.9
BRB,2020-11-13,Barbados,18,-14.3,5.9,85,-6.6,27.9,17,54.5,5.6,3,50.0,1.0,15,-51.6,4.9,23,43.8,7.5,13,-27.8,4.3,12,20.0,3.9,63,10.5,20.7,10,11.1,3.3,1,100,0.3,19,72.7,6.2,17,-54.1,5.6,9,50.0,3.0
BRB,2020-11-14,Barbados,13,-27.8,4.0,89,4.7,27.3,14,-17.6,4.3,2,-33.3,0.6,47,213.3,14.4,14,-39.1,4.3,19,46.2,5.8,14,16.7,4.3,44,-30.2,13.5,17,70.0,5.2,2,100.0,0.6,11,-42.1,3.4,37,117.6,11.3,3,-66.7,0.9
BRB,2020-11-15,Barbados,11,-15.4,4.5,94,5.6,38.7,11,-21.4,4.5,2,0.0,0.8,11,-76.6,4.5,21,50.0,8.6,11,-42.1,4.5,8,-42.9,3.3,32,-27.3,13.2,11,-35.3,4.5,0,-100.0,0,8,-27.3,3.3,18,-51.4,7.4,5,66.7,2.1
BRB,2020-11-16,Barbados,17,54.5,5.3,85,-9.6,26.6,12,9.1,3.8,6,200.0,1.9,45,309.1,14.1,20,-4.8,6.2,8,-27.3,2.5,12,50.0,3.8,43,34.4,13.4,13,18.2,4.1,2,100,0.6,21,162.5,6.6,28,55.6,8.8,8,60.0,2.5
BRB,2020-11-17,Barbados,16,-5.9,4.7,78,-8.2,22.7,20,66.7,5.8,8,33.3,2.3,37,-17.8,10.8,9,-55.0,2.6,14,75.0,4.1,9,-25.0,2.6,69,60.5,20.1,13,0.0,3.8,14,600.0,4.1,22,4.8,6.4,13,-53.6,3.8,21,162.5,6.1
BRB,2020-11-18,Barbados,17,6.2,4.6,138,76.9,37.5,11,-45.0,3.0,2,-75.0,0.5,30,-18.9,8.2,17,88.9,4.6,20,42.9,5.4,12,33.3,3.3,61,-11.6,16.6,5,-61.5,1.4,7,-50.0,1.9,15,-31.8,4.1,22,69.2,6.0,11,-47.6,3.0
BRB,2020-11-19,Barbados,14,-17.6,4.0,84,-39.1,24.1,36,227.3,10.3,7,250.0,2.0,27,-10.0,7.7,20,17.6,5.7,14,-30.0,4.0,16,33.3,4.6,78,27.9,22.3,13,160.0,3.7,0,-100.0,0,8,-46.7,2.3,25,13.6,7.2,7,-36.4,2.0
BRB,2020-11-20,Barbados,20,42.9,7.8,81,-3.6,31.8,14,-61.1,5.5,7,0.0,2.7,23,-14.8,9.0,16,-20.0,6.3,13,-7.1,5.1,9,-43.8,3.5,31,-60.3,12.2,13,0.0,5.1,0,0,0,9,12.5,3.5,15,-40.0,5.9,4,-42.9,1.6
BRB,2020-11-21,Barbados,16,-20.0,6.8,100,23.5,42.4,6,-57.1,2.5,0,-100.0,0,7,-69.6,3.0,17,6.2,7.2,13,0.0,5.5,15,66.7,6.4,21,-32.3,8.9,11,-15.4,4.7,1,100,0.4,12,33.3,5.1,13,-13.3,5.5,4,0.0,1.7
