id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-13,docs-delta-percent-13,docs-percent-13
GUY,2020-03-29,Guyana,5,400.0,5.0,1,0.0,1.0,1,0.0,1.0,10,100.0,9.9,56,409.1,55.4,13,116.7,12.9,0,-100.0,0,0,-100.0,0,5,400.0,5.0,2,100.0,2.0,0,0,0,1,0.0,1.0,7,600.0,6.9
GUY,2020-03-30,Guyana,5,0.0,4.8,1,0.0,1.0,1,0.0,1.0,6,-40.0,5.8,56,0.0,53.8,11,-15.4,10.6,2,100,1.9,9,100,8.7,8,60.0,7.7,1,-50.0,1.0,1,100,1.0,0,-100.0,0,3,-57.1,2.9
GUY,2020-03-31,Guyana,3,-40.0,2.3,1,0.0,0.8,5,400.0,3.8,8,33.3,6.1,79,41.1,59.8,16,45.5,12.1,1,-50.0,0.8,1,-88.9,0.8,7,-12.5,5.3,1,0.0,0.8,2,100.0,1.5,5,100,3.8,3,0.0,2.3
GUY,2020-04-01,Guyana,5,66.7,4.5,1,0.0,0.9,2,-60.0,1.8,9,12.5,8.0,58,-26.6,51.8,21,31.2,18.8,1,0.0,0.9,4,300.0,3.6,2,-71.4,1.8,3,200.0,2.7,2,0.0,1.8,3,-40.0,2.7,1,-66.7,0.9
GUY,2020-04-02,Guyana,3,-40.0,2.4,4,300.0,3.2,3,50.0,2.4,10,11.1,8.0,59,1.7,47.2,12,-42.9,9.6,1,0.0,0.8,5,25.0,4.0,2,0.0,1.6,7,133.3,5.6,2,0.0,1.6,10,233.3,8.0,7,600.0,5.6
GUY,2020-04-03,Guyana,5,66.7,4.4,1,-75.0,0.9,2,-33.3,1.8,10,0.0,8.8,59,0.0,52.2,13,8.3,11.5,2,100.0,1.8,2,-60.0,1.8,1,-50.0,0.9,2,-71.4,1.8,2,0.0,1.8,10,0.0,8.8,4,-42.9,3.5
GUY,2020-04-04,Guyana,4,-20.0,3.9,6,500.0,5.9,1,-50.0,1.0,11,10.0,10.8,55,-6.8,53.9,11,-15.4,10.8,3,50.0,2.9,3,50.0,2.9,3,200.0,2.9,1,-50.0,1.0,0,-100.0,0,1,-90.0,1.0,3,-25.0,2.9
GUY,2020-04-05,Guyana,3,-25.0,3.1,1,-83.3,1.0,0,-100.0,0,5,-54.5,5.1,62,12.7,63.3,14,27.3,14.3,1,-66.7,1.0,1,-66.7,1.0,4,33.3,4.1,0,-100.0,0,0,0,0,5,400.0,5.1,2,-33.3,2.0
GUY,2020-04-06,Guyana,7,133.3,4.9,2,100.0,1.4,2,100,1.4,14,180.0,9.9,70,12.9,49.3,16,14.3,11.3,2,100.0,1.4,7,600.0,4.9,5,25.0,3.5,1,100,0.7,3,100,2.1,8,60.0,5.6,5,150.0,3.5
GUY,2020-04-07,Guyana,2,-71.4,1.7,4,100.0,3.4,2,0.0,1.7,15,7.1,12.6,64,-8.6,53.8,13,-18.8,10.9,2,0.0,1.7,1,-85.7,0.8,4,-20.0,3.4,5,400.0,4.2,0,-100.0,0,6,-25.0,5.0,1,-80.0,0.8
GUY,2020-04-08,Guyana,5,150.0,5.0,1,-75.0,1.0,1,-50.0,1.0,10,-33.3,10.0,58,-9.4,58.0,11,-15.4,11.0,0,-100.0,0,2,100.0,2.0,7,75.0,7.0,0,-100.0,0,1,100,1.0,3,-50.0,3.0,1,0.0,1.0
GUY,2020-04-09,Guyana,4,-20.0,3.5,4,300.0,3.5,2,100.0,1.7,12,20.0,10.4,69,19.0,60.0,10,-9.1,8.7,0,0,0,3,50.0,2.6,4,-42.9,3.5,0,0,0,1,0.0,0.9,4,33.3,3.5,2,100.0,1.7
GUY,2020-04-10,Guyana,3,-25.0,3.4,3,-25.0,3.4,3,50.0,3.4,5,-58.3,5.7,50,-27.5,56.8,11,10.0,12.5,1,100,1.1,4,33.3,4.5,3,-25.0,3.4,0,0,0,1,0.0,1.1,2,-50.0,2.3,2,0.0,2.3
GUY,2020-04-11,Guyana,3,0.0,3.4,0,-100.0,0,1,-66.7,1.1,5,0.0,5.7,58,16.0,66.7,5,-54.5,5.7,1,0.0,1.1,4,0.0,4.6,2,-33.3,2.3,1,100,1.1,0,-100.0,0,4,100.0,4.6,3,50.0,3.4
GUY,2020-04-12,Guyana,2,-33.3,2.4,3,100,3.7,3,200.0,3.7,9,80.0,11.0,42,-27.6,51.2,10,100.0,12.2,1,0.0,1.2,2,-50.0,2.4,2,0.0,2.4,0,-100.0,0,0,0,0,3,-25.0,3.7,5,66.7,6.1
GUY,2020-04-13,Guyana,4,100.0,3.5,3,0.0,2.6,2,-33.3,1.7,25,177.8,21.7,58,38.1,50.4,11,10.0,9.6,2,100.0,1.7,3,50.0,2.6,1,-50.0,0.9,1,100,0.9,1,100,0.9,3,0.0,2.6,1,-80.0,0.9
GUY,2020-04-14,Guyana,5,25.0,4.0,3,0.0,2.4,3,50.0,2.4,16,-36.0,12.7,69,19.0,54.8,19,72.7,15.1,1,-50.0,0.8,1,-66.7,0.8,3,200.0,2.4,1,0.0,0.8,0,-100.0,0,3,0.0,2.4,2,100.0,1.6
GUY,2020-04-15,Guyana,4,-20.0,3.5,1,-66.7,0.9,5,66.7,4.4,18,12.5,15.8,56,-18.8,49.1,10,-47.4,8.8,1,0.0,0.9,2,100.0,1.8,3,0.0,2.6,2,100.0,1.8,1,100,0.9,8,166.7,7.0,3,50.0,2.6
GUY,2020-04-16,Guyana,2,-50.0,1.8,1,0.0,0.9,3,-40.0,2.6,11,-38.9,9.6,59,5.4,51.8,9,-10.0,7.9,2,100.0,1.8,2,0.0,1.8,12,300.0,10.5,5,150.0,4.4,1,0.0,0.9,5,-37.5,4.4,2,-33.3,1.8
GUY,2020-04-17,Guyana,5,150.0,5.0,3,200.0,3.0,1,-66.7,1.0,15,36.4,14.9,47,-20.3,46.5,12,33.3,11.9,1,-50.0,1.0,3,50.0,3.0,5,-58.3,5.0,2,-60.0,2.0,1,0.0,1.0,3,-40.0,3.0,3,50.0,3.0
GUY,2020-04-18,Guyana,5,0.0,4.4,2,-33.3,1.8,1,0.0,0.9,22,46.7,19.3,60,27.7,52.6,6,-50.0,5.3,0,-100.0,0,2,-33.3,1.8,3,-40.0,2.6,1,-50.0,0.9,1,0.0,0.9,5,66.7,4.4,6,100.0,5.3
GUY,2020-04-19,Guyana,5,0.0,4.3,5,150.0,4.3,1,0.0,0.9,8,-63.6,6.9,61,1.7,52.6,10,66.7,8.6,1,100,0.9,4,100.0,3.4,2,-33.3,1.7,3,200.0,2.6,1,0.0,0.9,8,60.0,6.9,7,16.7,6.0
GUY,2020-04-20,Guyana,5,0.0,4.0,3,-40.0,2.4,2,100.0,1.6,13,62.5,10.5,66,8.2,53.2,12,20.0,9.7,3,200.0,2.4,7,75.0,5.6,4,100.0,3.2,1,-66.7,0.8,1,0.0,0.8,4,-50.0,3.2,3,-57.1,2.4
GUY,2020-04-21,Guyana,2,-60.0,2.4,1,-66.7,1.2,2,0.0,2.4,14,7.7,17.1,41,-37.9,50.0,8,-33.3,9.8,2,-33.3,2.4,1,-85.7,1.2,3,-25.0,3.7,2,100.0,2.4,2,100.0,2.4,3,-25.0,3.7,1,-66.7,1.2
GUY,2020-04-22,Guyana,4,100.0,4.9,1,0.0,1.2,2,0.0,2.4,9,-35.7,11.0,37,-9.8,45.1,5,-37.5,6.1,0,-100.0,0,2,100.0,2.4,4,33.3,4.9,4,100.0,4.9,4,100.0,4.9,6,100.0,7.3,4,300.0,4.9
GUY,2020-04-23,Guyana,2,-50.0,2.0,4,300.0,4.0,2,0.0,2.0,6,-33.3,6.1,65,75.7,65.7,6,20.0,6.1,1,100,1.0,4,100.0,4.0,2,-50.0,2.0,1,-75.0,1.0,1,-75.0,1.0,4,-33.3,4.0,1,-75.0,1.0
GUY,2020-04-24,Guyana,1,-50.0,1.2,0,-100.0,0,4,100.0,4.9,9,50.0,11.1,44,-32.3,54.3,9,50.0,11.1,0,-100.0,0,2,-50.0,2.5,4,100.0,4.9,1,0.0,1.2,3,200.0,3.7,2,-50.0,2.5,2,100.0,2.5
GUY,2020-04-25,Guyana,1,0.0,1.9,1,100,1.9,0,-100.0,0,5,-44.4,9.3,32,-27.3,59.3,3,-66.7,5.6,0,0,0,2,0.0,3.7,2,-50.0,3.7,2,100.0,3.7,0,-100.0,0,2,0.0,3.7,4,100.0,7.4
GUY,2020-04-26,Guyana,4,300.0,7.0,2,100.0,3.5,0,0,0,6,20.0,10.5,30,-6.2,52.6,9,200.0,15.8,0,0,0,2,0.0,3.5,0,-100.0,0,0,-100.0,0,0,0,0,3,50.0,5.3,1,-75.0,1.8
GUY,2020-04-27,Guyana,1,-75.0,1.5,1,-50.0,1.5,3,100,4.4,8,33.3,11.8,36,20.0,52.9,8,-11.1,11.8,0,0,0,0,-100.0,0,2,100,2.9,4,100,5.9,1,100,1.5,0,-100.0,0,4,300.0,5.9
GUY,2020-04-28,Guyana,3,200.0,5.2,0,-100.0,0,0,-100.0,0,3,-62.5,5.2,37,2.8,63.8,3,-62.5,5.2,0,0,0,4,100,6.9,2,0.0,3.4,2,-50.0,3.4,1,0.0,1.7,2,100,3.4,1,-75.0,1.7
GUY,2020-04-29,Guyana,2,-33.3,3.6,2,100,3.6,1,100,1.8,5,66.7,9.1,29,-21.6,52.7,7,133.3,12.7,3,100,5.5,1,-75.0,1.8,2,0.0,3.6,0,-100.0,0,0,-100.0,0,3,50.0,5.5,0,-100.0,0
HTI,2020-03-15,Haití,3,0,4.1,5,0,6.8,7,0,9.6,1,0,1.4,43,0,58.9,9,0,12.3,0,0,0,1,0,1.4,1,0,1.4,0,0,0,1,0,1.4,1,0,1.4,1,0,1.4
HTI,2020-03-16,Haití,1,-66.7,1.0,2,-60.0,1.9,3,-57.1,2.9,3,200.0,2.9,72,67.4,69.9,9,0.0,8.7,1,100,1.0,0,-100.0,0,0,-100.0,0,1,100,1.0,1,0.0,1.0,4,300.0,3.9,6,500.0,5.8
HTI,2020-03-17,Haití,3,200.0,3.3,2,0.0,2.2,2,-33.3,2.2,3,0.0,3.3,59,-18.1,64.8,11,22.2,12.1,1,0.0,1.1,1,100,1.1,1,100,1.1,0,-100.0,0,1,0.0,1.1,4,0.0,4.4,3,-50.0,3.3
HTI,2020-03-18,Haití,6,100.0,4.4,2,0.0,1.5,8,300.0,5.9,4,33.3,3.0,77,30.5,57.0,14,27.3,10.4,0,-100.0,0,15,1400.0,11.1,1,0.0,0.7,1,100,0.7,0,-100.0,0,3,-25.0,2.2,4,33.3,3.0
HTI,2020-03-19,Haití,1,-83.3,0.5,2,0.0,1.0,6,-25.0,3.1,13,225.0,6.7,101,31.2,52.3,14,0.0,7.3,1,100,0.5,41,173.3,21.2,1,0.0,0.5,0,-100.0,0,1,100,0.5,5,66.7,2.6,7,75.0,3.6
HTI,2020-03-20,Haití,2,100.0,1.0,6,200.0,2.9,9,50.0,4.4,11,-15.4,5.4,123,21.8,60.0,19,35.7,9.3,0,-100.0,0,6,-85.4,2.9,1,0.0,0.5,1,100,0.5,1,0.0,0.5,11,120.0,5.4,15,114.3,7.3
HTI,2020-03-21,Haití,3,50.0,1.9,5,-16.7,3.2,4,-55.6,2.6,6,-45.5,3.9,96,-22.0,61.9,22,15.8,14.2,1,100,0.6,2,-66.7,1.3,1,0.0,0.6,2,100.0,1.3,3,200.0,1.9,4,-63.6,2.6,6,-60.0,3.9
HTI,2020-03-22,Haití,7,133.3,5.5,5,0.0,3.9,2,-50.0,1.6,9,50.0,7.0,68,-29.2,53.1,21,-4.5,16.4,0,-100.0,0,4,100.0,3.1,1,0.0,0.8,0,-100.0,0,2,-33.3,1.6,6,50.0,4.7,3,-50.0,2.3
HTI,2020-03-23,Haití,9,28.6,5.4,5,0.0,3.0,6,200.0,3.6,6,-33.3,3.6,93,36.8,55.7,24,14.3,14.4,1,100,0.6,3,-25.0,1.8,2,100.0,1.2,1,100,0.6,3,50.0,1.8,9,50.0,5.4,5,66.7,3.0
HTI,2020-03-24,Haití,1,-88.9,0.7,5,0.0,3.4,3,-50.0,2.0,4,-33.3,2.7,86,-7.5,58.1,31,29.2,20.9,0,-100.0,0,4,33.3,2.7,2,0.0,1.4,1,0.0,0.7,1,-66.7,0.7,5,-44.4,3.4,5,0.0,3.4
HTI,2020-03-25,Haití,3,200.0,2.1,4,-20.0,2.8,8,166.7,5.6,3,-25.0,2.1,89,3.5,62.2,20,-35.5,14.0,0,0,0,2,-50.0,1.4,3,50.0,2.1,4,300.0,2.8,1,0.0,0.7,4,-20.0,2.8,2,-60.0,1.4
HTI,2020-03-26,Haití,3,0.0,2.3,5,25.0,3.8,5,-37.5,3.8,11,266.7,8.3,86,-3.4,65.2,9,-55.0,6.8,1,100,0.8,3,50.0,2.3,0,-100.0,0,1,-75.0,0.8,1,0.0,0.8,5,25.0,3.8,2,0.0,1.5
HTI,2020-03-27,Haití,3,0.0,2.0,2,-60.0,1.3,3,-40.0,2.0,8,-27.3,5.3,116,34.9,76.8,9,0.0,6.0,0,-100.0,0,1,-66.7,0.7,1,100,0.7,0,-100.0,0,2,100.0,1.3,5,0.0,3.3,1,-50.0,0.7
HTI,2020-03-28,Haití,1,-66.7,0.8,3,50.0,2.5,6,100.0,5.0,6,-25.0,5.0,75,-35.3,62.0,16,77.8,13.2,0,0,0,5,400.0,4.1,1,0.0,0.8,1,100,0.8,1,-50.0,0.8,5,0.0,4.1,1,0.0,0.8
HTI,2020-03-29,Haití,2,100.0,1.4,2,-33.3,1.4,5,-16.7,3.6,7,16.7,5.0,95,26.7,68.3,16,0.0,11.5,0,0,0,2,-60.0,1.4,5,400.0,3.6,1,0.0,0.7,1,0.0,0.7,2,-60.0,1.4,1,0.0,0.7
HTI,2020-03-30,Haití,2,0.0,1.3,2,0.0,1.3,4,-20.0,2.6,5,-28.6,3.3,111,16.8,72.5,23,43.8,15.0,0,0,0,0,-100.0,0,1,-80.0,0.7,0,-100.0,0,1,0.0,0.7,3,50.0,2.0,1,0.0,0.7
HTI,2020-03-31,Haití,3,50.0,2.3,3,50.0,2.3,3,-25.0,2.3,6,20.0,4.7,89,-19.8,69.5,19,-17.4,14.8,0,0,0,1,100,0.8,0,-100.0,0,0,0,0,1,0.0,0.8,2,-33.3,1.6,1,0.0,0.8
HTI,2020-04-01,Haití,2,-33.3,1.2,9,200.0,5.3,3,0.0,1.8,4,-33.3,2.4,119,33.7,70.0,12,-36.8,7.1,2,100,1.2,8,700.0,4.7,3,100,1.8,0,0,0,1,0.0,0.6,5,150.0,2.9,2,100.0,1.2
HTI,2020-04-02,Haití,3,50.0,2.0,3,-66.7,2.0,12,300.0,8.1,8,100.0,5.4,99,-16.8,66.4,13,8.3,8.7,0,-100.0,0,2,-75.0,1.3,3,0.0,2.0,0,0,0,1,0.0,0.7,4,-20.0,2.7,1,-50.0,0.7
HTI,2020-04-03,Haití,4,33.3,2.5,0,-100.0,0,9,-25.0,5.6,16,100.0,9.9,108,9.1,67.1,6,-53.8,3.7,1,100,0.6,4,100.0,2.5,2,-33.3,1.2,1,100,0.6,2,100.0,1.2,7,75.0,4.3,1,0.0,0.6
HTI,2020-04-04,Haití,1,-75.0,0.8,2,100,1.6,3,-66.7,2.4,4,-75.0,3.2,96,-11.1,76.2,15,150.0,11.9,0,-100.0,0,2,-50.0,1.6,1,-50.0,0.8,0,-100.0,0,1,-50.0,0.8,0,-100.0,0,1,0.0,0.8
HTI,2020-04-05,Haití,3,200.0,2.4,1,-50.0,0.8,6,100.0,4.9,5,25.0,4.1,88,-8.3,71.5,11,-26.7,8.9,0,0,0,1,-50.0,0.8,1,0.0,0.8,1,100,0.8,1,0.0,0.8,4,100,3.3,1,0.0,0.8
HTI,2020-04-06,Haití,5,66.7,3.6,3,200.0,2.2,2,-66.7,1.4,7,40.0,5.1,99,12.5,71.7,10,-9.1,7.2,0,0,0,1,0.0,0.7,1,0.0,0.7,1,0.0,0.7,1,0.0,0.7,8,100.0,5.8,0,-100.0,0
HTI,2020-04-07,Haití,1,-80.0,0.5,1,-66.7,0.5,7,250.0,3.6,9,28.6,4.6,157,58.6,80.5,8,-20.0,4.1,0,0,0,1,0.0,0.5,0,-100.0,0,1,0.0,0.5,1,0.0,0.5,7,-12.5,3.6,2,100,1.0
HTI,2020-04-08,Haití,4,300.0,2.4,3,200.0,1.8,4,-42.9,2.4,8,-11.1,4.8,125,-20.4,75.3,14,75.0,8.4,0,0,0,3,200.0,1.8,0,0,0,0,-100.0,0,1,0.0,0.6,3,-57.1,1.8,1,-50.0,0.6
HTI,2020-04-09,Haití,1,-75.0,0.8,2,-33.3,1.7,1,-75.0,0.8,8,0.0,6.7,79,-36.8,66.4,18,28.6,15.1,1,100,0.8,5,66.7,4.2,1,100,0.8,0,0,0,1,0.0,0.8,1,-66.7,0.8,1,0.0,0.8
HTI,2020-04-10,Haití,3,200.0,2.3,2,0.0,1.6,3,200.0,2.3,5,-37.5,3.9,93,17.7,72.1,9,-50.0,7.0,0,-100.0,0,2,-60.0,1.6,0,-100.0,0,3,100,2.3,5,400.0,3.9,1,0.0,0.8,3,200.0,2.3
HTI,2020-04-11,Haití,1,-66.7,1.1,1,-50.0,1.1,0,-100.0,0,3,-40.0,3.3,67,-28.0,73.6,12,33.3,13.2,0,0,0,1,-50.0,1.1,0,0,0,1,-66.7,1.1,2,-60.0,2.2,3,200.0,3.3,0,-100.0,0
HTI,2020-04-12,Haití,2,100.0,2.7,0,-100.0,0,1,100,1.4,2,-33.3,2.7,57,-14.9,77.0,6,-50.0,8.1,0,0,0,2,100.0,2.7,1,100,1.4,0,-100.0,0,0,-100.0,0,3,0.0,4.1,0,0,0
HTI,2020-04-13,Haití,2,0.0,2.1,4,100,4.2,5,400.0,5.2,1,-50.0,1.0,69,21.1,71.9,10,66.7,10.4,2,100,2.1,0,-100.0,0,1,0.0,1.0,0,0,0,1,100,1.0,1,-66.7,1.0,0,0,0
HTI,2020-04-14,Haití,2,0.0,1.6,5,25.0,4.0,2,-60.0,1.6,2,100.0,1.6,96,39.1,77.4,8,-20.0,6.5,0,-100.0,0,4,100,3.2,0,-100.0,0,0,0,0,1,0.0,0.8,4,300.0,3.2,0,0,0
HTI,2020-04-15,Haití,1,-50.0,0.8,3,-40.0,2.4,10,400.0,8.0,9,350.0,7.2,86,-10.4,68.8,4,-50.0,3.2,2,100,1.6,2,-50.0,1.6,0,0,0,1,100,0.8,1,0.0,0.8,6,50.0,4.8,0,0,0
HTI,2020-04-16,Haití,2,100.0,1.8,2,-33.3,1.8,6,-40.0,5.5,8,-11.1,7.3,79,-8.1,71.8,3,-25.0,2.7,1,-50.0,0.9,1,-50.0,0.9,1,100,0.9,1,0.0,0.9,1,0.0,0.9,4,-33.3,3.6,1,100,0.9
HTI,2020-04-17,Haití,5,150.0,4.5,0,-100.0,0,6,0.0,5.4,2,-75.0,1.8,83,5.1,74.1,5,66.7,4.5,0,-100.0,0,5,400.0,4.5,0,-100.0,0,4,300.0,3.6,0,-100.0,0,1,-75.0,0.9,1,0.0,0.9
HTI,2020-04-18,Haití,0,-100.0,0,4,100,4.1,3,-50.0,3.1,1,-50.0,1.0,72,-13.3,73.5,9,80.0,9.2,0,0,0,2,-60.0,2.0,0,0,0,1,-75.0,1.0,2,100,2.0,4,300.0,4.1,0,-100.0,0
HTI,2020-04-19,Haití,1,100,1.2,3,-25.0,3.8,3,0.0,3.8,2,100.0,2.5,65,-9.7,81.2,3,-66.7,3.8,0,0,0,1,-50.0,1.2,0,0,0,0,-100.0,0,0,-100.0,0,2,-50.0,2.5,0,0,0
HTI,2020-04-20,Haití,1,0.0,1.2,1,-66.7,1.2,4,33.3,4.8,0,-100.0,0,65,0.0,78.3,6,100.0,7.2,0,0,0,2,100.0,2.4,1,100,1.2,0,0,0,1,100,1.2,1,-50.0,1.2,1,100,1.2
HTI,2020-04-21,Haití,4,300.0,3.6,1,0.0,0.9,3,-25.0,2.7,1,100,0.9,90,38.5,81.1,7,16.7,6.3,0,0,0,1,-50.0,0.9,0,-100.0,0,2,100,1.8,1,0.0,0.9,0,-100.0,0,1,0.0,0.9
HTI,2020-04-22,Haití,4,0.0,3.4,3,200.0,2.6,5,66.7,4.3,3,200.0,2.6,84,-6.7,72.4,7,0.0,6.0,0,0,0,4,300.0,3.4,0,0,0,0,-100.0,0,1,0.0,0.9,4,100,3.4,1,0.0,0.9
HTI,2020-04-23,Haití,3,-25.0,2.6,1,-66.7,0.9,6,20.0,5.1,11,266.7,9.4,79,-6.0,67.5,10,42.9,8.5,0,0,0,1,-75.0,0.9,1,100,0.9,0,0,0,0,-100.0,0,5,25.0,4.3,0,-100.0,0
HTI,2020-04-24,Haití,0,-100.0,0,2,100.0,1.6,3,-50.0,2.4,4,-63.6,3.2,100,26.6,80.6,10,0.0,8.1,0,0,0,1,0.0,0.8,0,-100.0,0,0,0,0,0,0,0,3,-40.0,2.4,1,100,0.8
HTI,2020-04-25,Haití,0,0,0,2,0.0,2.6,4,33.3,5.3,1,-75.0,1.3,55,-45.0,72.4,5,-50.0,6.6,0,0,0,2,100.0,2.6,0,0,0,0,0,0,1,100,1.3,5,66.7,6.6,1,0.0,1.3
HTI,2020-04-26,Haití,1,100,1.6,0,-100.0,0,1,-75.0,1.6,2,100.0,3.2,50,-9.1,80.6,3,-40.0,4.8,2,100,3.2,1,-50.0,1.6,1,100,1.6,0,0,0,0,-100.0,0,0,-100.0,0,1,0.0,1.6
HTI,2020-04-27,Haití,0,-100.0,0,5,100,6.1,4,300.0,4.9,1,-50.0,1.2,60,20.0,73.2,5,66.7,6.1,0,-100.0,0,0,-100.0,0,0,-100.0,0,1,100,1.2,2,100,2.4,4,100,4.9,0,-100.0,0
HTI,2020-04-28,Haití,0,0,0,2,-60.0,2.4,5,25.0,6.0,1,0.0,1.2,59,-1.7,71.1,1,-80.0,1.2,0,0,0,1,100,1.2,1,100,1.2,0,-100.0,0,1,-50.0,1.2,8,100.0,9.6,4,100,4.8
HTI,2020-04-29,Haití,0,0,0,1,-50.0,2.4,1,-80.0,2.4,2,100.0,4.9,29,-50.8,70.7,5,400.0,12.2,0,0,0,3,200.0,7.3,0,-100.0,0,0,0,0,0,-100.0,0,0,-100.0,0,0,-100.0,0
HND,2020-03-15,Honduras,20,0,5.3,8,0,2.1,20,0,5.3,18,0,4.8,81,0,21.6,147,0,39.2,4,0,1.1,7,0,1.9,22,0,5.9,14,0,3.7,11,0,2.9,16,0,4.3,7,0,1.9
HND,2020-03-16,Honduras,87,335.0,11.2,28,250.0,3.6,61,205.0,7.9,60,233.3,7.8,175,116.0,22.6,208,41.5,26.9,18,350.0,2.3,13,85.7,1.7,49,122.7,6.3,23,64.3,3.0,11,0.0,1.4,39,143.8,5.0,2,-71.4,0.3
HND,2020-03-17,Honduras,104,19.5,15.2,27,-3.6,3.9,46,-24.6,6.7,41,-31.7,6.0,186,6.3,27.2,133,-36.1,19.4,20,11.1,2.9,7,-46.2,1.0,34,-30.6,5.0,15,-34.8,2.2,18,63.6,2.6,40,2.6,5.8,14,600.0,2.0
HND,2020-03-18,Honduras,52,-50.0,7.7,41,51.9,6.1,46,0.0,6.8,39,-4.9,5.8,220,18.3,32.5,110,-17.3,16.2,15,-25.0,2.2,16,128.6,2.4,38,11.8,5.6,24,60.0,3.5,21,16.7,3.1,39,-2.5,5.8,16,14.3,2.4
HND,2020-03-19,Honduras,45,-13.5,6.1,59,43.9,8.0,54,17.4,7.3,34,-12.8,4.6,188,-14.5,25.3,176,60.0,23.7,27,80.0,3.6,16,0.0,2.2,37,-2.6,5.0,20,-16.7,2.7,9,-57.1,1.2,43,10.3,5.8,34,112.5,4.6
HND,2020-03-20,Honduras,84,86.7,14.3,19,-67.8,3.2,46,-14.8,7.8,28,-17.6,4.8,145,-22.9,24.6,145,-17.6,24.6,19,-29.6,3.2,11,-31.2,1.9,38,2.7,6.5,14,-30.0,2.4,10,11.1,1.7,21,-51.2,3.6,9,-73.5,1.5
HND,2020-03-21,Honduras,45,-46.4,10.0,28,47.4,6.2,24,-47.8,5.3,22,-21.4,4.9,143,-1.4,31.8,97,-33.1,21.6,18,-5.3,4.0,11,0.0,2.4,21,-44.7,4.7,5,-64.3,1.1,7,-30.0,1.6,26,23.8,5.8,2,-77.8,0.4
HND,2020-03-22,Honduras,38,-15.6,8.3,23,-17.9,5.0,33,37.5,7.2,31,40.9,6.8,167,16.8,36.5,83,-14.4,18.1,10,-44.4,2.2,4,-63.6,0.9,18,-14.3,3.9,11,120.0,2.4,9,28.6,2.0,29,11.5,6.3,2,0.0,0.4
HND,2020-03-23,Honduras,44,15.8,9.9,26,13.0,5.8,19,-42.4,4.3,39,25.8,8.8,121,-27.5,27.2,98,18.1,22.0,15,50.0,3.4,9,125.0,2.0,17,-5.6,3.8,10,-9.1,2.2,8,-11.1,1.8,31,6.9,7.0,8,300.0,1.8
HND,2020-03-24,Honduras,40,-9.1,9.0,34,30.8,7.6,42,121.1,9.4,41,5.1,9.2,124,2.5,27.8,82,-16.3,18.4,13,-13.3,2.9,9,0.0,2.0,17,0.0,3.8,7,-30.0,1.6,4,-50.0,0.9,27,-12.9,6.1,6,-25.0,1.3
HND,2020-03-25,Honduras,28,-30.0,5.3,59,73.5,11.2,55,31.0,10.5,79,92.7,15.0,110,-11.3,21.0,82,0.0,15.6,16,23.1,3.0,9,0.0,1.7,23,35.3,4.4,18,157.1,3.4,13,225.0,2.5,30,11.1,5.7,3,-50.0,0.6
HND,2020-03-26,Honduras,43,53.6,8.8,18,-69.5,3.7,47,-14.5,9.7,44,-44.3,9.0,130,18.2,26.7,71,-13.4,14.6,20,25.0,4.1,14,55.6,2.9,38,65.2,7.8,17,-5.6,3.5,10,-23.1,2.1,29,-3.3,6.0,6,100.0,1.2
HND,2020-03-27,Honduras,21,-51.2,5.2,23,27.8,5.7,55,17.0,13.6,36,-18.2,8.9,111,-14.6,27.5,70,-1.4,17.3,20,0.0,5.0,16,14.3,4.0,22,-42.1,5.4,4,-76.5,1.0,1,-90.0,0.2,19,-34.5,4.7,6,0.0,1.5
HND,2020-03-28,Honduras,20,-4.8,5.6,22,-4.3,6.1,35,-36.4,9.8,31,-13.9,8.7,117,5.4,32.7,51,-27.1,14.2,10,-50.0,2.8,2,-87.5,0.6,16,-27.3,4.5,6,50.0,1.7,7,600.0,2.0,35,84.2,9.8,6,0.0,1.7
HND,2020-03-29,Honduras,22,10.0,7.9,25,13.6,9.0,15,-57.1,5.4,9,-71.0,3.2,95,-18.8,34.1,38,-25.5,13.6,11,10.0,3.9,6,200.0,2.2,13,-18.8,4.7,3,-50.0,1.1,8,14.3,2.9,28,-20.0,10.0,6,0.0,2.2
HND,2020-03-30,Honduras,13,-40.9,3.9,13,-48.0,3.9,51,240.0,15.5,19,111.1,5.8,120,26.3,36.4,50,31.6,15.2,12,9.1,3.6,4,-33.3,1.2,10,-23.1,3.0,8,166.7,2.4,6,-25.0,1.8,18,-35.7,5.5,6,0.0,1.8
HND,2020-03-31,Honduras,18,38.5,3.9,18,38.5,3.9,39,-23.5,8.5,41,115.8,9.0,207,72.5,45.2,55,10.0,12.0,7,-41.7,1.5,17,325.0,3.7,18,80.0,3.9,6,-25.0,1.3,3,-50.0,0.7,22,22.2,4.8,7,16.7,1.5
