id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
BHS,2020-03-21,Bahamas,18,0.0,12.6,2,-71.4,1.4,1,-80.0,0.7,6,-71.4,4.2,41,-45.3,28.7,48,-14.3,33.6,3,-40.0,2.1,3,100,2.1,1,-88.9,0.7,5,66.7,3.5,1,-80.0,0.7,3,-57.1,2.1,11,22.2,7.7
BHS,2020-03-22,Bahamas,14,-22.2,6.0,4,100.0,1.7,5,400.0,2.2,5,-16.7,2.2,79,92.7,34.1,96,100.0,41.4,2,-33.3,0.9,3,0.0,1.3,7,600.0,3.0,1,-80.0,0.4,2,100.0,0.9,4,33.3,1.7,10,-9.1,4.3
BHS,2020-03-23,Bahamas,23,64.3,8.6,7,75.0,2.6,3,-40.0,1.1,19,280.0,7.1,107,35.4,39.9,73,-24.0,27.2,6,200.0,2.2,6,100.0,2.2,9,28.6,3.4,2,100.0,0.7,2,0.0,0.7,5,25.0,1.9,6,-40.0,2.2
BHS,2020-03-24,Bahamas,20,-13.0,7.2,5,-28.6,1.8,7,133.3,2.5,26,36.8,9.4,110,2.8,39.7,57,-21.9,20.6,1,-83.3,0.4,7,16.7,2.5,16,77.8,5.8,10,400.0,3.6,1,-50.0,0.4,12,140.0,4.3,5,-16.7,1.8
BHS,2020-03-25,Bahamas,7,-65.0,4.1,1,-80.0,0.6,5,-28.6,2.9,16,-38.5,9.4,85,-22.7,50.0,29,-49.1,17.1,3,200.0,1.8,10,42.9,5.9,4,-75.0,2.4,1,-90.0,0.6,2,100.0,1.2,4,-66.7,2.4,3,-40.0,1.8
BHS,2020-03-26,Bahamas,11,57.1,5.8,3,200.0,1.6,7,40.0,3.7,18,12.5,9.5,85,0.0,44.7,36,24.1,18.9,4,33.3,2.1,3,-70.0,1.6,6,50.0,3.2,2,100.0,1.1,2,0.0,1.1,4,0.0,2.1,9,200.0,4.7
BHS,2020-03-27,Bahamas,14,27.3,7.9,6,100.0,3.4,10,42.9,5.6,15,-16.7,8.5,66,-22.4,37.3,40,11.1,22.6,5,25.0,2.8,1,-66.7,0.6,7,16.7,4.0,2,0.0,1.1,4,100.0,2.3,5,25.0,2.8,2,-77.8,1.1
BHS,2020-03-28,Bahamas,9,-35.7,6.5,0,-100.0,0,2,-80.0,1.4,6,-60.0,4.3,69,4.5,50.0,26,-35.0,18.8,3,-40.0,2.2,3,200.0,2.2,10,42.9,7.2,2,0.0,1.4,1,-75.0,0.7,3,-40.0,2.2,4,100.0,2.9
BHS,2020-03-29,Bahamas,6,-33.3,4.1,0,0,0,2,0.0,1.4,7,16.7,4.8,74,7.2,50.7,37,42.3,25.3,1,-66.7,0.7,2,-33.3,1.4,7,-30.0,4.8,1,-50.0,0.7,2,100.0,1.4,4,33.3,2.7,3,-25.0,2.1
BHS,2020-03-30,Bahamas,14,133.3,7.1,4,100,2.0,6,200.0,3.0,19,171.4,9.6,87,17.6,44.2,36,-2.7,18.3,1,0.0,0.5,3,50.0,1.5,5,-28.6,2.5,3,200.0,1.5,4,100.0,2.0,3,-25.0,1.5,12,300.0,6.1
BHS,2020-03-31,Bahamas,12,-14.3,7.5,3,-25.0,1.9,1,-83.3,0.6,8,-57.9,5.0,75,-13.8,46.9,38,5.6,23.8,1,0.0,0.6,3,0.0,1.9,11,120.0,6.9,1,-66.7,0.6,2,-50.0,1.2,4,33.3,2.5,1,-91.7,0.6
BRB,2020-03-15,Barbados,2,0,5.4,1,0,2.7,0,0,0,4,0,10.8,8,0,21.6,17,0,45.9,0,0,0,3,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.4
BRB,2020-03-16,Barbados,0,-100.0,0,4,300.0,4.5,1,100,1.1,10,150.0,11.4,15,87.5,17.0,36,111.8,40.9,2,100,2.3,1,-66.7,1.1,6,100,6.8,4,100,4.5,1,100,1.1,5,100,5.7,3,50.0,3.4
BRB,2020-03-17,Barbados,1,100,0.6,7,75.0,4.3,4,300.0,2.5,18,80.0,11.2,25,66.7,15.5,69,91.7,42.9,2,0.0,1.2,8,700.0,5.0,13,116.7,8.1,7,75.0,4.3,2,100.0,1.2,3,-40.0,1.9,2,-33.3,1.2
BRB,2020-03-18,Barbados,2,100.0,2.3,5,-28.6,5.8,1,-75.0,1.2,12,-33.3,14.0,14,-44.0,16.3,33,-52.2,38.4,3,50.0,3.5,3,-62.5,3.5,3,-76.9,3.5,2,-71.4,2.3,2,0.0,2.3,2,-33.3,2.3,4,100.0,4.7
BRB,2020-03-19,Barbados,2,0.0,1.7,2,-60.0,1.7,6,500.0,5.0,18,50.0,14.9,17,21.4,14.0,50,51.5,41.3,2,-33.3,1.7,10,233.3,8.3,3,0.0,2.5,4,100.0,3.3,1,-50.0,0.8,4,100.0,3.3,2,-50.0,1.7
BRB,2020-03-20,Barbados,3,50.0,2.8,1,-50.0,0.9,4,-33.3,3.7,7,-61.1,6.5,17,0.0,15.9,56,12.0,52.3,2,0.0,1.9,2,-80.0,1.9,1,-66.7,0.9,5,25.0,4.7,3,200.0,2.8,4,0.0,3.7,2,0.0,1.9
BRB,2020-03-21,Barbados,1,-66.7,0.9,3,200.0,2.6,4,0.0,3.4,9,28.6,7.7,20,17.6,17.1,60,7.1,51.3,4,100.0,3.4,3,50.0,2.6,6,500.0,5.1,2,-60.0,1.7,2,-33.3,1.7,2,-50.0,1.7,1,-50.0,0.9
BRB,2020-03-22,Barbados,2,100.0,1.4,8,166.7,5.8,2,-50.0,1.4,7,-22.2,5.0,21,5.0,15.1,82,36.7,59.0,3,-25.0,2.2,2,-33.3,1.4,7,16.7,5.0,2,0.0,1.4,0,-100.0,0,2,0.0,1.4,1,0.0,0.7
BRB,2020-03-23,Barbados,3,50.0,2.6,3,-62.5,2.6,4,100.0,3.4,13,85.7,11.1,21,0.0,17.9,58,-29.3,49.6,4,33.3,3.4,4,100.0,3.4,3,-57.1,2.6,2,0.0,1.7,0,0,0,0,-100.0,0,2,100.0,1.7
BRB,2020-03-24,Barbados,3,0.0,2.4,3,0.0,2.4,2,-50.0,1.6,16,23.1,12.9,16,-23.8,12.9,61,5.2,49.2,2,-50.0,1.6,4,0.0,3.2,4,33.3,3.2,1,-50.0,0.8,0,0,0,2,100,1.6,10,400.0,8.1
BRB,2020-03-25,Barbados,1,-66.7,1.0,4,33.3,4.0,3,50.0,3.0,8,-50.0,8.0,20,25.0,20.0,42,-31.1,42.0,2,0.0,2.0,5,25.0,5.0,5,25.0,5.0,2,100.0,2.0,2,100,2.0,3,50.0,3.0,3,-70.0,3.0
BRB,2020-03-26,Barbados,1,0.0,1.2,1,-75.0,1.2,2,-33.3,2.3,11,37.5,12.8,11,-45.0,12.8,44,4.8,51.2,2,0.0,2.3,3,-40.0,3.5,6,20.0,7.0,1,-50.0,1.2,1,-50.0,1.2,2,-33.3,2.3,1,-66.7,1.2
BRB,2020-03-27,Barbados,28,2700.0,19.6,5,400.0,3.5,5,150.0,3.5,21,90.9,14.7,20,81.8,14.0,49,11.4,34.3,1,-50.0,0.7,2,-33.3,1.4,3,-50.0,2.1,1,0.0,0.7,2,100.0,1.4,1,-50.0,0.7,5,400.0,3.5
BRB,2020-03-28,Barbados,7,-75.0,8.0,7,40.0,8.0,1,-80.0,1.1,7,-66.7,8.0,17,-15.0,19.3,36,-26.5,40.9,2,100.0,2.3,0,-100.0,0,5,66.7,5.7,2,100.0,2.3,3,50.0,3.4,0,-100.0,0,1,-80.0,1.1
BRB,2020-03-29,Barbados,14,100.0,14.4,2,-71.4,2.1,0,-100.0,0,7,0.0,7.2,18,5.9,18.6,44,22.2,45.4,2,0.0,2.1,2,100,2.1,5,0.0,5.2,0,-100.0,0,0,-100.0,0,1,100,1.0,2,100.0,2.1
BRB,2020-03-30,Barbados,9,-35.7,10.7,9,350.0,10.7,0,0,0,4,-42.9,4.8,17,-5.6,20.2,31,-29.5,36.9,3,50.0,3.6,2,0.0,2.4,5,0.0,6.0,1,100,1.2,1,100,1.2,1,0.0,1.2,1,-50.0,1.2
BRB,2020-03-31,Barbados,14,55.6,13.9,5,-44.4,5.0,3,100,3.0,8,100.0,7.9,12,-29.4,11.9,39,25.8,38.6,4,33.3,4.0,2,0.0,2.0,8,60.0,7.9,3,200.0,3.0,1,0.0,1.0,1,0.0,1.0,1,0.0,1.0
BLZ,2020-03-15,Belice,2,0,4.9,4,0,9.8,0,0,0,0,0,0,9,0,22.0,11,0,26.8,1,0,2.4,4,0,9.8,5,0,12.2,0,0,0,2,0,4.9,1,0,2.4,2,0,4.9
BLZ,2020-03-16,Belice,1,-50.0,2.1,0,-100.0,0,2,100,4.2,5,100,10.4,11,22.2,22.9,15,36.4,31.2,2,100.0,4.2,4,0.0,8.3,3,-40.0,6.2,2,100,4.2,0,-100.0,0,2,100.0,4.2,1,-50.0,2.1
BLZ,2020-03-17,Belice,3,200.0,7.0,0,0,0,0,-100.0,0,3,-40.0,7.0,14,27.3,32.6,10,-33.3,23.3,0,-100.0,0,3,-25.0,7.0,4,33.3,9.3,2,0.0,4.7,1,100,2.3,1,-50.0,2.3,2,100.0,4.7
BLZ,2020-03-18,Belice,4,33.3,8.2,2,100,4.1,3,100,6.1,4,33.3,8.2,8,-42.9,16.3,13,30.0,26.5,1,100,2.0,0,-100.0,0,5,25.0,10.2,1,-50.0,2.0,1,0.0,2.0,1,0.0,2.0,6,200.0,12.2
BLZ,2020-03-19,Belice,1,-75.0,2.1,1,-50.0,2.1,3,0.0,6.4,8,100.0,17.0,8,0.0,17.0,16,23.1,34.0,1,0.0,2.1,0,0,0,1,-80.0,2.1,2,100.0,4.3,0,-100.0,0,3,200.0,6.4,3,-50.0,6.4
BLZ,2020-03-20,Belice,1,0.0,1.9,3,200.0,5.6,3,0.0,5.6,4,-50.0,7.4,14,75.0,25.9,16,0.0,29.6,3,200.0,5.6,2,100,3.7,5,400.0,9.3,0,-100.0,0,0,0,0,2,-33.3,3.7,1,-66.7,1.9
BLZ,2020-03-21,Belice,2,100.0,3.8,3,0.0,5.7,2,-33.3,3.8,7,75.0,13.2,9,-35.7,17.0,17,6.2,32.1,1,-66.7,1.9,2,0.0,3.8,5,0.0,9.4,0,0,0,0,0,0,1,-50.0,1.9,4,300.0,7.5
BLZ,2020-03-22,Belice,2,0.0,5.1,1,-66.7,2.6,3,50.0,7.7,3,-57.1,7.7,7,-22.2,17.9,17,0.0,43.6,0,-100.0,0,0,-100.0,0,3,-40.0,7.7,0,0,0,0,0,0,2,100.0,5.1,1,-75.0,2.6
BLZ,2020-03-23,Belice,2,0.0,2.8,4,300.0,5.6,3,0.0,4.2,8,166.7,11.3,14,100.0,19.7,20,17.6,28.2,2,100,2.8,1,100,1.4,4,33.3,5.6,2,100,2.8,1,100,1.4,5,150.0,7.0,5,400.0,7.0
BLZ,2020-03-24,Belice,3,50.0,6.0,2,-50.0,4.0,0,-100.0,0,7,-12.5,14.0,10,-28.6,20.0,16,-20.0,32.0,1,-50.0,2.0,1,0.0,2.0,2,-50.0,4.0,3,50.0,6.0,1,0.0,2.0,3,-40.0,6.0,1,-80.0,2.0
BLZ,2020-03-25,Belice,5,66.7,12.2,2,0.0,4.9,2,100,4.9,3,-57.1,7.3,7,-30.0,17.1,12,-25.0,29.3,2,100.0,4.9,3,200.0,7.3,1,-50.0,2.4,2,-33.3,4.9,1,0.0,2.4,1,-66.7,2.4,0,-100.0,0
BLZ,2020-03-26,Belice,2,-60.0,5.0,0,-100.0,0,1,-50.0,2.5,4,33.3,10.0,9,28.6,22.5,13,8.3,32.5,1,-50.0,2.5,1,-66.7,2.5,3,200.0,7.5,0,-100.0,0,1,0.0,2.5,3,200.0,7.5,2,100,5.0
BLZ,2020-03-27,Belice,1,-50.0,2.4,2,100,4.9,2,100.0,4.9,2,-50.0,4.9,10,11.1,24.4,10,-23.1,24.4,3,200.0,7.3,2,100.0,4.9,4,33.3,9.8,1,100,2.4,0,-100.0,0,1,-66.7,2.4,3,50.0,7.3
BLZ,2020-03-28,Belice,0,-100.0,0,0,-100.0,0,3,50.0,6.8,3,50.0,6.8,8,-20.0,18.2,14,40.0,31.8,0,-100.0,0,2,0.0,4.5,7,75.0,15.9,0,-100.0,0,0,0,0,6,500.0,13.6,1,-66.7,2.3
BLZ,2020-03-29,Belice,1,100,2.6,2,100,5.1,3,0.0,7.7,1,-66.7,2.6,15,87.5,38.5,8,-42.9,20.5,0,0,0,1,-50.0,2.6,2,-71.4,5.1,2,100,5.1,1,100,2.6,2,-66.7,5.1,1,0.0,2.6
BLZ,2020-03-30,Belice,4,300.0,9.3,3,50.0,7.0,2,-33.3,4.7,0,-100.0,0,14,-6.7,32.6,9,12.5,20.9,1,100,2.3,1,0.0,2.3,3,50.0,7.0,0,-100.0,0,0,-100.0,0,5,150.0,11.6,1,0.0,2.3
BLZ,2020-03-31,Belice,0,-100.0,0,1,-66.7,2.5,2,0.0,5.0,5,100,12.5,10,-28.6,25.0,15,66.7,37.5,2,100.0,5.0,1,0.0,2.5,1,-66.7,2.5,0,0,0,1,100,2.5,2,-60.0,5.0,0,-100.0,0
BOL,2020-03-15,Bolivia,17,0,5.6,5,0,1.7,16,0,5.3,15,0,5.0,85,0,28.1,84,0,27.7,6,0,2.0,2,0,0.7,21,0,6.9,15,0,5.0,6,0,2.0,22,0,7.3,9,0,3.0
BOL,2020-03-16,Bolivia,59,247.1,9.8,18,260.0,3.0,44,175.0,7.3,51,240.0,8.5,149,75.3,24.8,151,79.8,25.1,16,166.7,2.7,10,400.0,1.7,32,52.4,5.3,13,-13.3,2.2,12,100.0,2.0,26,18.2,4.3,21,133.3,3.5
BOL,2020-03-17,Bolivia,80,35.6,13.1,20,11.1,3.3,45,2.3,7.4,39,-23.5,6.4,157,5.4,25.7,120,-20.5,19.6,24,50.0,3.9,19,90.0,3.1,20,-37.5,3.3,23,76.9,3.8,8,-33.3,1.3,43,65.4,7.0,14,-33.3,2.3
BOL,2020-03-18,Bolivia,97,21.2,14.0,18,-10.0,2.6,50,11.1,7.2,38,-2.6,5.5,216,37.6,31.1,122,1.7,17.6,10,-58.3,1.4,17,-10.5,2.4,23,15.0,3.3,14,-39.1,2.0,10,25.0,1.4,51,18.6,7.3,28,100.0,4.0
BOL,2020-03-19,Bolivia,79,-18.6,14.8,10,-44.4,1.9,47,-6.0,8.8,35,-7.9,6.6,157,-27.3,29.4,81,-33.6,15.2,11,10.0,2.1,17,0.0,3.2,18,-21.7,3.4,10,-28.6,1.9,10,0.0,1.9,44,-13.7,8.2,15,-46.4,2.8
BOL,2020-03-20,Bolivia,122,54.4,18.2,33,230.0,4.9,38,-19.1,5.7,36,2.9,5.4,163,3.8,24.3,120,48.1,17.9,19,72.7,2.8,4,-76.5,0.6,22,22.2,3.3,17,70.0,2.5,13,30.0,1.9,52,18.2,7.8,31,106.7,4.6
BOL,2020-03-21,Bolivia,92,-24.6,19.2,35,6.1,7.3,40,5.3,8.4,21,-41.7,4.4,97,-40.5,20.3,83,-30.8,17.4,21,10.5,4.4,12,200.0,2.5,17,-22.7,3.6,7,-58.8,1.5,9,-30.8,1.9,33,-36.5,6.9,11,-64.5,2.3
BOL,2020-03-22,Bolivia,61,-33.7,13.4,26,-25.7,5.7,41,2.5,9.0,41,95.2,9.0,87,-10.3,19.1,87,4.8,19.1,17,-19.0,3.7,8,-33.3,1.8,7,-58.8,1.5,7,0.0,1.5,11,22.2,2.4,53,60.6,11.6,9,-18.2,2.0
BOL,2020-03-23,Bolivia,60,-1.6,11.2,30,15.4,5.6,60,46.3,11.2,29,-29.3,5.4,130,49.4,24.3,107,23.0,20.0,14,-17.6,2.6,6,-25.0,1.1,21,200.0,3.9,6,-14.3,1.1,7,-36.4,1.3,53,0.0,9.9,13,44.4,2.4
BOL,2020-03-24,Bolivia,66,10.0,11.6,35,16.7,6.1,59,-1.7,10.4,26,-10.3,4.6,167,28.5,29.3,90,-15.9,15.8,11,-21.4,1.9,6,0.0,1.1,16,-23.8,2.8,15,150.0,2.6,13,85.7,2.3,51,-3.8,8.9,15,15.4,2.6
BOL,2020-03-25,Bolivia,67,1.5,12.1,39,11.4,7.1,65,10.2,11.8,33,26.9,6.0,120,-28.1,21.7,88,-2.2,15.9,12,9.1,2.2,2,-66.7,0.4,22,37.5,4.0,26,73.3,4.7,10,-23.1,1.8,55,7.8,9.9,14,-6.7,2.5
BOL,2020-03-26,Bolivia,56,-16.4,9.5,41,5.1,6.9,73,12.3,12.4,53,60.6,9.0,144,20.0,24.4,89,1.1,15.1,17,41.7,2.9,29,1350.0,4.9,10,-54.5,1.7,12,-53.8,2.0,11,10.0,1.9,41,-25.5,6.9,14,0.0,2.4
BOL,2020-03-27,Bolivia,81,44.6,14.3,46,12.2,8.1,41,-43.8,7.2,27,-49.1,4.8,167,16.0,29.5,90,1.1,15.9,11,-35.3,1.9,3,-89.7,0.5,23,130.0,4.1,11,-8.3,1.9,10,-9.1,1.8,39,-4.9,6.9,18,28.6,3.2
BOL,2020-03-28,Bolivia,55,-32.1,11.7,23,-50.0,4.9,49,19.5,10.4,24,-11.1,5.1,140,-16.2,29.8,56,-37.8,11.9,10,-9.1,2.1,6,100.0,1.3,24,4.3,5.1,16,45.5,3.4,19,90.0,4.0,36,-7.7,7.7,12,-33.3,2.6
BOL,2020-03-29,Bolivia,41,-25.5,9.4,21,-8.7,4.8,43,-12.2,9.8,25,4.2,5.7,140,0.0,32.0,58,3.6,13.2,9,-10.0,2.1,4,-33.3,0.9,16,-33.3,3.7,11,-31.2,2.5,15,-21.1,3.4,43,19.4,9.8,12,0.0,2.7
BOL,2020-03-30,Bolivia,53,29.3,8.8,40,90.5,6.6,83,93.0,13.8,33,32.0,5.5,194,38.6,32.2,77,32.8,12.8,15,66.7,2.5,9,125.0,1.5,22,37.5,3.7,10,-9.1,1.7,3,-80.0,0.5,48,11.6,8.0,15,25.0,2.5
BOL,2020-03-31,Bolivia,31,-41.5,5.2,43,7.5,7.2,64,-22.9,10.7,43,30.3,7.2,211,8.8,35.2,73,-5.2,12.2,16,6.7,2.7,14,55.6,2.3,21,-4.5,3.5,16,60.0,2.7,7,133.3,1.2,48,0.0,8.0,13,-13.3,2.2
BRA,2020-03-15,Brasil,332,0,7.4,269,0,6.0,153,0,3.4,611,0,13.7,908,0,20.3,403,0,9.0,97,0,2.2,514,0,11.5,389,0,8.7,133,0,3.0,93,0,2.1,416,0,9.3,147,0,3.3
BRA,2020-03-16,Brasil,579,74.4,5.2,536,99.3,4.8,418,173.2,3.7,1931,216.0,17.3,2074,128.4,18.6,727,80.4,6.5,591,509.3,5.3,1646,220.2,14.7,1131,190.7,10.1,239,79.7,2.1,233,150.5,2.1,787,89.2,7.0,278,89.1,2.5
BRA,2020-03-17,Brasil,815,40.8,6.2,838,56.3,6.4,662,58.4,5.0,2444,26.6,18.6,2259,8.9,17.2,809,11.3,6.2,554,-6.3,4.2,1356,-17.6,10.3,1338,18.3,10.2,399,66.9,3.0,237,1.7,1.8,1056,34.2,8.1,349,25.5,2.7
BRA,2020-03-18,Brasil,263,-67.7,4.6,482,-42.5,8.4,339,-48.8,5.9,983,-59.8,17.1,1018,-54.9,17.8,263,-67.5,4.6,208,-62.5,3.6,532,-60.8,9.3,760,-43.2,13.3,99,-75.2,1.7,131,-44.7,2.3,467,-55.8,8.1,188,-46.1,3.3
